No,Type,Title,Authors,Volume,Paper_Link,PDF_Link,Code_Link
12,Method,Adaptive Client Sampling in Federated Learning via Online Learning with Bandit Feedback,"Boxin Zhao, Lingxiao Wang, Ziqi Liu, Zhiqiang Zhang, Jun Zhou, Chaochao Chen, Mladen Kolar",26,https://www.jmlr.org/papers/v26/24-0385.html,https://www.jmlr.org/papers/volume26/24-0385/24-0385.pdf,https://github.com/boxinz17/FL-Client-Sampling
13,Method,Test-Time Training on Video Streams,"Renhao Wang, Yu Sun, Arnuv Tandon, Yossi Gandelsman, Xinlei Chen, Alexei A. Efros, Xiaolong Wang",26,https://www.jmlr.org/papers/v26/24-0439.html,https://www.jmlr.org/papers/volume26/24-0439/24-0439.pdf,https://test-time-training.github.io/video
14,Method,An Axiomatic Definition of Hierarchical Clustering,"Ery Arias-Castro, Elizabeth Coda",26,https://www.jmlr.org/papers/v26/24-1052.html,https://www.jmlr.org/papers/volume26/24-1052/24-1052.pdf,
15,Method,Two-Timescale Gradient Descent Ascent Algorithms for Nonconvex Minimax Optimization,"Tianyi Lin, Chi Jin, Michael I. Jordan",26,https://www.jmlr.org/papers/v26/22-0863.html,https://www.jmlr.org/papers/volume26/22-0863/22-0863.pdf,
16,Method,Selective Inference with Distributed Data,"Sifan Liu, Snigdha Panigrahi",26,https://www.jmlr.org/papers/v26/23-0309.html,https://www.jmlr.org/papers/volume26/23-0309/23-0309.pdf,https://github.com/snigdhagit/Distributed-Selectinf
17,Method,Estimating Network-Mediated Causal Effects via Principal Components Network Regression,"Alex Hayes, Mark M. Fredrickson, Keith Levin",26,https://www.jmlr.org/papers/v26/23-1317.html,https://www.jmlr.org/papers/volume26/23-1317/23-1317.pdf,https://github.com/alexpghayes/network-mediation-replication
18,Method,Locally Private Causal Inference for Randomized Experiments,"Yuki Ohnishi, Jordan Awan",26,https://www.jmlr.org/papers/v26/23-1401.html,https://www.jmlr.org/papers/volume26/23-1401/23-1401.pdf,
19,Method,From Sparse to Dense Functional Data in High Dimensions: Revisiting Phase Transitions from a Non-Asymptotic Perspective,"Shaojun Guo, Dong Li, Xinghao Qiao, Yizhu Wang",26,https://www.jmlr.org/papers/v26/23-1578.html,https://www.jmlr.org/papers/volume26/23-1578/23-1578.pdf,
20,Method,Error estimation and adaptive tuning for unregularized robust M-estimator,"Pierre C. Bellec, Takuya Koriyama",26,https://www.jmlr.org/papers/v26/24-0060.html,https://www.jmlr.org/papers/volume26/24-0060/24-0060.pdf,
21,Method,Supervised Learning with Evolving Tasks and Performance Guarantees,"VerÃ³nica Ãlvarez, Santiago Mazuelas, Jose A. Lozano",26,https://www.jmlr.org/papers/v26/24-0343.html,https://www.jmlr.org/papers/volume26/24-0343/24-0343.pdf,https://github.com/MachineLearningBCAM/Supervised-learning-evolving-task-JMLR-2025
22,Method,Riemannian Bilevel Optimization,"Jiaxiang Li, Shiqian Ma",26,https://www.jmlr.org/papers/v26/24-0397.html,https://www.jmlr.org/papers/volume26/24-0397/24-0397.pdf,https://github.com/JasonJiaxiangLi/Manifold_bilevel
23,Method,Random ReLU Neural Networks as Non-Gaussian Processes,"Rahul Parhi, Pakshal Bohra, Ayoub El Biari, Mehrsa Pourya, Michael Unser",26,https://www.jmlr.org/papers/v26/24-0737.html,https://www.jmlr.org/papers/volume26/24-0737/24-0737.pdf,
24,Method,Regularizing Hard Examples Improves Adversarial Robustness,"Hyungyu Lee, Saehyung Lee, Ho Bae, Sungroh Yoon",26,https://www.jmlr.org/papers/v26/22-1428.html,https://www.jmlr.org/papers/volume26/22-1428/22-1428.pdf,
25,Method,Bayesian Sparse Gaussian Mixture Model for Clustering in High Dimensions,"Dapeng Yao, Fangzheng Xie, Yanxun Xu",26,https://www.jmlr.org/papers/v26/23-0142.html,https://www.jmlr.org/papers/volume26/23-0142/23-0142.pdf,
26,Method,Directed Cyclic Graphs for Simultaneous Discovery of Time-Lagged and Instantaneous Causality from Longitudinal Data Using Instrumental Variables,"Wei Jin, Yang Ni, Amanda B. Spence, Leah H. Rubin, Yanxun Xu",26,https://www.jmlr.org/papers/v26/23-0272.html,https://www.jmlr.org/papers/volume26/23-0272/23-0272.pdf,https://github.com/bluejw/BayesDCG
27,Method,Improving Graph Neural Networks on Multi-node Tasks with the Labeling Trick,"Xiyuan Wang, Pan Li, Muhan Zhang",26,https://www.jmlr.org/papers/v26/23-0560.html,https://www.jmlr.org/papers/volume26/23-0560/23-0560.pdf,https://github.com/GraphPKU/LabelingTrick
28,Method,The ODE Method for Stochastic Approximation and Reinforcement Learning with Markovian Noise,"Shuze Daniel Liu, Shuhang Chen, Shangtong Zhang",26,https://www.jmlr.org/papers/v26/24-0100.html,https://www.jmlr.org/papers/volume26/24-0100/24-0100.pdf,
29,Method,depyf: Open the Opaque Box of PyTorch Compiler for Machine Learning Researchers,"Kaichao You, Runsheng Bai, Meng Cao, Jianmin Wang, Ion Stoica, Mingsheng Long",26,https://www.jmlr.org/papers/v26/24-0383.html,https://www.jmlr.org/papers/volume26/24-0383/24-0383.pdf,https://github.com/thuml/depyf
30,Method,The Blessing of Heterogeneity in Federated Q-Learning: Linear Speedup and Beyond,"Jiin Woo, Gauri Joshi, Yuejie Chi",26,https://www.jmlr.org/papers/v26/24-0579.html,https://www.jmlr.org/papers/volume26/24-0579/24-0579.pdf,
31,Method,Mean Aggregator is More Robust than Robust Aggregators under Label Poisoning Attacks on Distributed Heterogeneous Data,"Jie Peng, Weiyu Li, Stefan Vlaski, Qing Ling",26,https://www.jmlr.org/papers/v26/24-1307.html,https://www.jmlr.org/papers/volume26/24-1307/24-1307.pdf,https://github.com/pengj97/LPA
32,Method,Optimal Experiment Design for Causal Effect Identification,"Sina Akbari, Jalal Etesami, Negar Kiyavash",26,https://www.jmlr.org/papers/v26/22-1516.html,https://www.jmlr.org/papers/volume26/22-1516/22-1516.pdf,https://github.com/SinaAkbarii/min_cost_intervention
33,Method,Orthogonal Bases for Equivariant Graph Learning with Provable k-WL Expressive Power,"Jia He, Maggie Cheng",26,https://www.jmlr.org/papers/v26/23-0178.html,https://www.jmlr.org/papers/volume26/23-0178/23-0178.pdf,
34,Method,Bayesian Multi-Group Gaussian Process Models for Heterogeneous Group-Structured Data,"Didong Li, Andrew Jones, Sudipto Banerjee, Barbara E. Engelhardt",26,https://www.jmlr.org/papers/v26/23-0291.html,https://www.jmlr.org/papers/volume26/23-0291/23-0291.pdf,https://github.com/andrewcharlesjones/multi-group-GP
35,Method,Accelerating optimization over the space of probability measures,"Shi Chen, Qin Li, Oliver Tse, Stephen J. Wright",26,https://www.jmlr.org/papers/v26/23-1288.html,https://www.jmlr.org/papers/volume26/23-1288/23-1288.pdf,
36,Method,Sliced-Wasserstein Distances and Flows on Cartan-Hadamard Manifolds,"ClÃ©ment Bonet, Lucas Drumetz, Nicolas Courty",26,https://www.jmlr.org/papers/v26/24-0359.html,https://www.jmlr.org/papers/volume26/24-0359/24-0359.pdf,https://github.com/clbonet/sliced-wasserstein_distances_and_flows_on_cartan-hadamard_manifolds
37,Method,Statistical Inference of Constrained Stochastic Optimization via Sketched Sequential Quadratic Programming,"Sen Na, Michael Mahoney",26,https://www.jmlr.org/papers/v26/24-0530.html,https://www.jmlr.org/papers/volume26/24-0530/24-0530.pdf,
38,Method,gsplat: An Open-Source Library for Gaussian Splatting,"Vickie Ye, Ruilong Li, Justin Kerr, Matias Turkulainen, Brent Yi, Zhuoyang Pan, Otto Seiskari, Jianbo Ye, Jeffrey Hu, Matthew Tancik, Angjoo Kanazawa",26,https://www.jmlr.org/papers/v26/24-1476.html,https://www.jmlr.org/papers/volume26/24-1476/24-1476.pdf,https://github.com/nerfstudio-project/gsplat/
39,Method,Rank-one Convexification for Sparse Regression,"Alper Atamturk, Andres Gomez",26,https://www.jmlr.org/papers/v26/19-159.html,https://www.jmlr.org/papers/volume26/19-159/19-159.pdf,
40,Method,Copula-based Sensitivity Analysis for Multi-Treatment Causal Inference with Unobserved Confounding,"Jiajing Zheng, Alexander D'Amour, Alexander Franks",26,https://www.jmlr.org/papers/v26/22-0372.html,https://www.jmlr.org/papers/volume26/22-0372/22-0372.pdf,https://github.com/JiajingZ/CopulaSensitivity
41,Method,"Unbalanced Kantorovich-Rubinstein distance, plan, and barycenter on nite spaces: A statistical perspective","Shayan Hundrieser, Florian Heinemann, Marcel Klatt, Marina Struleva, Axel Munk",26,https://www.jmlr.org/papers/v26/22-1262.html,https://www.jmlr.org/papers/volume26/22-1262/22-1262.pdf,
42,Method,Optimizing Data Collection for Machine Learning,"Rafid Mahmood, James Lucas, Jose M. Alvarez, Sanja Fidler, Marc T. Law",26,https://www.jmlr.org/papers/v26/23-0292.html,https://www.jmlr.org/papers/volume26/23-0292/23-0292.pdf,
43,Method,Nonconvex Stochastic Bregman Proximal Gradient Method with Application to Deep Learning,"Kuangyu Ding, Jingyang Li, Kim-Chuan Toh",26,https://www.jmlr.org/papers/v26/23-0657.html,https://www.jmlr.org/papers/volume26/23-0657/23-0657.pdf,
44,Method,Efficient and Robust Semi-supervised Estimation of Average Treatment Effect with Partially Annotated Treatment and Response,"Jue Hou, Rajarshi Mukherjee, Tianxi Cai",26,https://www.jmlr.org/papers/v26/23-1587.html,https://www.jmlr.org/papers/volume26/23-1587/23-1587.pdf,https://github.com/hjmarquis/SMMAL
45,Method,On the Approximation of Kernel functions,"Paul Dommel, Alois Pichler",26,https://www.jmlr.org/papers/v26/24-0270.html,https://www.jmlr.org/papers/volume26/24-0270/24-0270.pdf,
46,Method,Extremal graphical modeling with latent variables via convex optimization,"Sebastian Engelke, Armeen Taeb",26,https://www.jmlr.org/papers/v26/24-0472.html,https://www.jmlr.org/papers/volume26/24-0472/24-0472.pdf,https://github.com/sebastian-engelke/extremal_latent_learning
47,Method,Wasserstein Convergence Guarantees for a General Class of Score-Based Generative Models,"Xuefeng Gao, Hoang M. Nguyen, Lingjiong Zhu",26,https://www.jmlr.org/papers/v26/24-0902.html,https://www.jmlr.org/papers/volume26/24-0902/24-0902.pdf,
48,Method,Learning Global Nash Equilibrium in Team Competitive Games with Generalized Fictitious Cross-Play,"Zelai Xu, Chao Yu, Yancheng Liang, Yi Wu, Yu Wang",26,https://www.jmlr.org/papers/v26/24-1503.html,https://www.jmlr.org/papers/volume26/24-1503/24-1503.pdf,
49,Method,Manifold Fitting under Unbounded Noise,"Zhigang Yao, Yuqing Xia",26,https://www.jmlr.org/papers/v26/21-0039.html,https://www.jmlr.org/papers/volume26/21-0039/21-0039.pdf,
50,Method,Adjusted Expected Improvement for Cumulative Regret Minimization in Noisy Bayesian Optimization,"Shouri Hu, Haowei Wang, Zhongxiang Dai, Bryan Kian Hsiang Low, Szu Hui Ng",26,https://www.jmlr.org/papers/v26/22-0523.html,https://www.jmlr.org/papers/volume26/22-0523/22-0523.pdf,
51,Method,DAGs as Minimal I-maps for the Induced Models of Causal Bayesian Networks under Conditioning,"Xiangdong Xie, Jiahua Guo, Yi Sun",26,https://www.jmlr.org/papers/v26/23-0002.html,https://www.jmlr.org/papers/volume26/23-0002/23-0002.pdf,https://github.com/xiexd569/BNs_under_Conditioning
52,Method,Efficient and Robust Transfer Learning of Optimal Individualized Treatment Regimes with Right-Censored Survival Data,"Pan Zhao, Julie Josse, Shu Yang",26,https://www.jmlr.org/papers/v26/23-0335.html,https://www.jmlr.org/papers/volume26/23-0335/23-0335.pdf,https://github.com/panzhaooo/transfer-learning-survival-ITR
53,Method,"The Effect of SGD Batch Size on Autoencoder Learning: Sparsity, Sharpness, and Feature Learning","Nikhil Ghosh, Spencer Frei, Wooseok Ha, Bin Yu",26,https://www.jmlr.org/papers/v26/23-1022.html,https://www.jmlr.org/papers/volume26/23-1022/23-1022.pdf,
54,Method,Composite Goodness-of-fit Tests with Kernels,"Oscar Key, Arthur Gretton, FranÃ§ois-Xavier Briol, Tamara Fernandez",26,https://www.jmlr.org/papers/v26/24-0276.html,https://www.jmlr.org/papers/volume26/24-0276/24-0276.pdf,https://github.com/oscarkey/composite-tests
55,Method,Curvature-based Clustering on Graphs,"Yu Tian, Zachary Lubberts, Melanie Weber",26,https://www.jmlr.org/papers/v26/24-0781.html,https://www.jmlr.org/papers/volume26/24-0781/24-0781.pdf,
56,Method,Scaling Data-Constrained Language Models,"Niklas Muennighoff, Alexander M. Rush, Boaz Barak, Teven Le Scao, Aleksandra Piktus, Nouamane Tazi, Sampo Pyysalo, Thomas Wolf, Colin Raffel",26,https://www.jmlr.org/papers/v26/24-1000.html,https://www.jmlr.org/papers/volume26/24-1000/24-1000.pdf,https://github.com/huggingface/datablations
57,Method,Lightning UQ Box: Uncertainty Quantification for Neural Networks,"Nils Lehmann, Nina Maria Gottschling, Jakob Gawlikowski, Adam J. Stewart, Stefan Depeweg, Eric Nalisnick",26,https://www.jmlr.org/papers/v26/24-2110.html,https://www.jmlr.org/papers/volume26/24-2110/24-2110.pdf,https://github.com/lightning-uq-box/lightning-uq-box
58,Method,A Comparative Evaluation of Quantification Methods,"Tobias Schumacher, Markus Strohmaier, Florian Lemmerich",26,https://www.jmlr.org/papers/v26/21-0241.html,https://www.jmlr.org/papers/volume26/21-0241/21-0241.pdf,https://github.com/tobiasschumacher/quantification_paper
59,Method,Scaling ResNets in the Large-depth Regime,"Pierre Marion, Adeline Fermanian, GÃ©rard Biau, Jean-Philippe Vert",26,https://www.jmlr.org/papers/v26/22-0664.html,https://www.jmlr.org/papers/volume26/22-0664/22-0664.pdf,https://github.com/PierreMarion23/scaling-resnets
60,Method,Variance-Aware Estimation of Kernel Mean Embedding,"Geoffrey Wolfer, Pierre Alquier",26,https://www.jmlr.org/papers/v26/23-0161.html,https://www.jmlr.org/papers/volume26/23-0161/23-0161.pdf,
61,Method,Determine the Number of States in Hidden Markov Models via Marginal Likelihood,"Yang Chen, Cheng-Der Fuh, Chu-Lan Michael Kao",26,https://www.jmlr.org/papers/v26/23-0343.html,https://www.jmlr.org/papers/volume26/23-0343/23-0343.pdf,
62,Method,On Adaptive Stochastic Optimization for Streaming Data: A Newton's Method with O(dN) Operations,"Antoine Godichon-Baggioni, Nicklas Werge",26,https://www.jmlr.org/papers/v26/23-1565.html,https://www.jmlr.org/papers/volume26/23-1565/23-1565.pdf,
63,Method,Evaluation of Active Feature Acquisition Methods for Time-varying Feature Settings,"Henrik von Kleist, Alireza Zamanian, Ilya Shpitser, Narges Ahmidi",26,https://www.jmlr.org/papers/v26/23-1635.html,https://www.jmlr.org/papers/volume26/23-1635/23-1635.pdf,
64,Method,Recursive Causal Discovery,"Ehsan Mokhtarian, Sepehr Elahi, Sina Akbari, Negar Kiyavash",26,https://www.jmlr.org/papers/v26/24-0384.html,https://www.jmlr.org/papers/volume26/24-0384/24-0384.pdf,https://github.com/ban-epfl/rcd
65,Method,Continuously evolving rewards in an open-ended environment,Richard M. Bailey,26,https://www.jmlr.org/papers/v26/24-0847.html,https://www.jmlr.org/papers/volume26/24-0847/24-0847.pdf,
66,Method,Ontolearn---A Framework for Large-scale OWL Class Expression Learning in Python,"Caglar Demir, Alkid Baci, N'Dah Jean Kouagou, Leonie Nora Sieger, Stefan Heindorf, Simon Bin, Lukas BlÃ¼baum, Alexander Bigerl, Axel-Cyrille Ngonga Ngomo",26,https://www.jmlr.org/papers/v26/24-1113.html,https://www.jmlr.org/papers/volume26/24-1113/24-1113.pdf,https://github.com/dice-group/Ontolearn
67,Method,Estimation of Local Geometric Structure on Manifolds from Noisy Data,"Yariv Aizenbud, Barak Sober",26,https://www.jmlr.org/papers/v26/25-0183.html,https://www.jmlr.org/papers/volume26/25-0183/25-0183.pdf,https://github.com/aizeny/manapprox
68,Method,"Instability, Computational Efficiency and Statistical Accuracy","Nhat Ho, Koulik Khamaru, Raaz Dwivedi, Martin J. Wainwright, Michael I. Jordan, Bin Yu",26,https://www.jmlr.org/papers/v26/22-0300.html,https://www.jmlr.org/papers/volume26/22-0300/22-0300.pdf,
69,Method,Deletion Robust Non-Monotone Submodular Maximization over Matroids,"Paul DÃ¼tting, Federico Fusco, Silvio Lattanzi, Ashkan Norouzi-Fard, Morteza Zadimoghaddam",26,https://www.jmlr.org/papers/v26/23-1219.html,https://www.jmlr.org/papers/volume26/23-1219/23-1219.pdf,
70,Method,Fine-Grained Change Point Detection for Topic Modeling with Pitman-Yor Process,"Feifei Wang, Zimeng Zhao, Ruimin Ye, Xiaoge Gu, Xiaoling Lu",26,https://www.jmlr.org/papers/v26/23-1576.html,https://www.jmlr.org/papers/volume26/23-1576/23-1576.pdf,
71,Method,Stabilizing Sharpness-Aware Minimization Through A Simple Renormalization Strategy,"Chengli Tan, Jiangshe Zhang, Junmin Liu, Yicheng Wang, Yunda Hao",26,https://www.jmlr.org/papers/v26/24-0065.html,https://www.jmlr.org/papers/volume26/24-0065/24-0065.pdf,
72,Method,Local Linear Recovery Guarantee of Deep Neural Networks at Overparameterization,"Yaoyu Zhang, Leyang Zhang, Zhongwang Zhang, Zhiwei Bai",26,https://www.jmlr.org/papers/v26/24-0192.html,https://www.jmlr.org/papers/volume26/24-0192/24-0192.pdf,
73,Method,Sharp Bounds for Sequential Federated Learning on Heterogeneous Data,"Yipeng Li, Xinchen Lyu",26,https://www.jmlr.org/papers/v26/24-0668.html,https://www.jmlr.org/papers/volume26/24-0668/24-0668.pdf,https://github.com/liyipeng00/SFL
74,Method,Sampling and Estimation on Manifolds using the Langevin Diffusion,"Karthik Bharath, Alexander Lewis, Akash Sharma, Michael V. Tretyakov",26,https://www.jmlr.org/papers/v26/24-0829.html,https://www.jmlr.org/papers/volume26/24-0829/24-0829.pdf,
75,Method,Laplace Meets Moreau: Smooth Approximation to Infimal Convolutions Using Laplace's Method,"Ryan J. Tibshirani, Samy Wu Fung, Howard Heaton, Stanley Osher",26,https://www.jmlr.org/papers/v26/24-0944.html,https://www.jmlr.org/papers/volume26/24-0944/24-0944.pdf,https://github.com/mines-opt-ml/laplace-inf-conv
76,Method,Optimization Over a Probability Simplex,"James Chok, Geoffrey M. Vasil",26,https://www.jmlr.org/papers/v26/23-1166.html,https://www.jmlr.org/papers/volume26/23-1166/23-1166.pdf,https://github.com/infamoussoap/ConvexHull
77,Method,On Consistent Bayesian Inference from Synthetic Data,"Ossi RÃ¤isÃ¤, Joonas JÃ¤lkÃ¶, Antti Honkela",26,https://www.jmlr.org/papers/v26/23-1428.html,https://www.jmlr.org/papers/volume26/23-1428/23-1428.pdf,https://github.com/DPBayes/NAPSU-MQ-bayesian-downstream-experiments
78,Method,Learning causal graphs via nonlinear sufficient dimension reduction,"Eftychia Solea, Bing Li, Kyongwon Kim",26,https://www.jmlr.org/papers/v26/24-0048.html,https://www.jmlr.org/papers/volume26/24-0048/24-0048.pdf,
79,Method,Distributed Stochastic Bilevel Optimization: Improved Complexity and Heterogeneity Analysis,"Youcheng Niu, Jinming Xu, Ying Sun, Yan Huang, Li Chai",26,https://www.jmlr.org/papers/v26/24-0187.html,https://www.jmlr.org/papers/volume26/24-0187/24-0187.pdf,
80,Method,Wasserstein F-tests for Frechet regression on Bures-Wasserstein manifolds,"Haoshu Xu, Hongzhe Li",26,https://www.jmlr.org/papers/v26/24-0493.html,https://www.jmlr.org/papers/volume26/24-0493/24-0493.pdf,
81,Method,Derivative-Informed Neural Operator Acceleration of Geometric MCMC for Infinite-Dimensional Bayesian Inverse Problems,"Lianghao Cao, Thomas O'Leary-Roseberry, Omar Ghattas",26,https://www.jmlr.org/papers/v26/24-0745.html,https://www.jmlr.org/papers/volume26/24-0745/24-0745.pdf,https://github.com/dinoSciML/geometric_mcmc
82,Method,Dynamic angular synchronization under smoothness constraints,"Ernesto Araya, Mihai Cucuringu, Hemant Tyagi",26,https://www.jmlr.org/papers/v26/24-0925.html,https://www.jmlr.org/papers/volume26/24-0925/24-0925.pdf,https://github.com/ErnestoArayaV/dynamic_synch
83,Method,GraphNeuralNetworks.jl: Deep Learning on Graphs with Julia,"Carlo Lucibello, Aurora Rossi",26,https://www.jmlr.org/papers/v26/24-2130.html,https://www.jmlr.org/papers/volume26/24-2130/24-2130.pdf,https://github.com/JuliaGraphs/GraphNeuralNetworks.jl
84,Method,Towards Optimal Branching of Linear and Semidefinite Relaxations for Neural Network Robustness Certification,"Brendon G. Anderson, Ziye Ma, Jingqi Li, Somayeh Sojoudi",26,https://www.jmlr.org/papers/v26/21-0068.html,https://www.jmlr.org/papers/volume26/21-0068/21-0068.pdf,
85,Method,Implicit vs Unfolded Graph Neural Networks,"Yongyi Yang, Tang Liu, Yangkun Wang, Zengfeng Huang, David Wipf",26,https://www.jmlr.org/papers/v26/22-0459.html,https://www.jmlr.org/papers/volume26/22-0459/22-0459.pdf,
86,Method,Causal Abstraction: A Theoretical Foundation for Mechanistic Interpretability,"Atticus Geiger, Duligur Ibeling, Amir Zur, Maheep Chaudhary, Sonakshi Chauhan, Jing Huang, Aryaman Arora, Zhengxuan Wu, Noah Goodman, Christopher Potts, Thomas Icard",26,https://www.jmlr.org/papers/v26/23-0058.html,https://www.jmlr.org/papers/volume26/23-0058/23-0058.pdf,
87,Method,Random Pruning Over-parameterized Neural Networks Can Improve Generalization: A Training Dynamics Analysis,"Hongru Yang, Yingbin Liang, Xiaojie Guo, Lingfei Wu, Zhangyang Wang",26,https://www.jmlr.org/papers/v26/23-0832.html,https://www.jmlr.org/papers/volume26/23-0832/23-0832.pdf,
88,Method,On Inference for the Support Vector Machine,"Jakub Rybak, Heather Battey, Wen-Xin Zhou",26,https://www.jmlr.org/papers/v26/23-1581.html,https://www.jmlr.org/papers/volume26/23-1581/23-1581.pdf,
89,Method,Integral Probability Metrics Meet Neural Networks: The Radon-Kolmogorov-Smirnov Test,"Seunghoon Paik, Michael Celentano, Alden Green, Ryan J. Tibshirani",26,https://www.jmlr.org/papers/v26/24-0245.html,https://www.jmlr.org/papers/volume26/24-0245/24-0245.pdf,https://github.com/100shpaik/
90,Method,How good is your Laplace approximation of the Bayesian posterior? Finite-sample computable error bounds for a variety of useful divergences,"Mikolaj J. Kasprzak, Ryan Giordano, Tamara Broderick",26,https://www.jmlr.org/papers/v26/24-0619.html,https://www.jmlr.org/papers/volume26/24-0619/24-0619.pdf,https://github.com/mikkasprzak/laplace_approximation.git
91,Method,Feature Learning in Finite-Width Bayesian Deep Linear Networks with Multiple Outputs and Convolutional Layers,"Federico Bassetti, Marco Gherardi, Alessandro Ingrosso, Mauro Pastore, Pietro Rotondo",26,https://www.jmlr.org/papers/v26/24-1158.html,https://www.jmlr.org/papers/volume26/24-1158/24-1158.pdf,
92,Method,High-Dimensional L2-Boosting: Rate of Convergence,"Ye Luo, Martin Spindler, Jannis Kueck",26,https://www.jmlr.org/papers/v26/21-0725.html,https://www.jmlr.org/papers/volume26/21-0725/21-0725.pdf,
93,Method,Uplift Model Evaluation with Ordinal Dominance Graphs,"Brecht Verbeken, Marie-Anne Guerry, Wouter Verbeke, Sam Verboven",26,https://www.jmlr.org/papers/v26/22-1455.html,https://www.jmlr.org/papers/volume26/22-1455/22-1455.pdf,
94,Method,Causal Effect of Functional Treatment,"Ruoxu Tan, Wei Huang, Zheng Zhang, Guosheng Yin",26,https://www.jmlr.org/papers/v26/23-0381.html,https://www.jmlr.org/papers/volume26/23-0381/23-0381.pdf,https://github.com/ruoxut/FunctionalTreatment
95,Method,Affine Rank Minimization via Asymptotic Log-Det Iteratively Reweighted Least Squares,Sebastian KrÃ¤mer,26,https://www.jmlr.org/papers/v26/23-0943.html,https://www.jmlr.org/papers/volume26/23-0943/23-0943.pdf,
