No,Type,Title,Authors,Volume,DOI,Paper_Link
153,Method,PersonaPlugin: A Multi-Source Persona Framework for LLM Personalization in Telecommunications,"Jinmo Kang, Minseop Lee, Songha Kim, Junho Shin, Changho Lee, Yeonghwan Jeon, Hyuncheol Jo",10.1145/3805712,10.1145/3805712.3808416,https://doi.org/10.1145/3805712.3808416
154,Method,RedGR: Unified Generative Retrieval for Recommendation in REDnote,"Mengcheng Fang, Hongyu Wang, Xichuan Niu, Dong Xu, Honggang Wang, Tao Zhuang, Ping Yang, Yao Hu",10.1145/3805712,10.1145/3805712.3808417,https://doi.org/10.1145/3805712.3808417
155,Method,Automated Feature Lifecycle Management in Large-Scale Continual Ranking Systems,"Bhavani Shankar P S V N, Thejus Vm, Surender Kumar",10.1145/3805712,10.1145/3805712.3808418,https://doi.org/10.1145/3805712.3808418
156,Method,Cheaper is Better: A Discount-Aware Network for Conversion Rate Prediction in E-commerce Recommendation System,"Ruocong Tang, Yang Huang, Xing Fang, Chenyi Yan, Chuike Sun, Jing Wang",10.1145/3805712,10.1145/3805712.3808419,https://doi.org/10.1145/3805712.3808419
157,Method,Unified Supervision for Walmart's Sponsored Search Retrieval via Joint Semantic Relevance and Behavioral Engagement Modeling,"Shasvat Desai, Md Omar Faruk Rokon, Jhalak Nilesh Acharya, Isha Shah, Hong Yao, Utkarsh Porwal, Kuang-Chih Lee",10.1145/3805712,10.1145/3805712.3808420,https://doi.org/10.1145/3805712.3808420
158,Method,"Effective Offline LLM and DNN based Matching, Filtering and Ranking for Search Ads Retrieval in E-Commerce","Shuping Ji, Jianguo Yao, Dong Zhang",10.1145/3805712,10.1145/3805712.3808470,https://doi.org/10.1145/3805712.3808470
159,Method,Agentic Multi-Source Grounding for Enhanced Query Intent Understanding: A DoorDash Case Study,"Emmanuel Aboah Boateng, Kyle MacDonald, Akshad Viswanathan, Sudeep Das",10.1145/3805712,10.1145/3805712.3808471,https://doi.org/10.1145/3805712.3808471
160,Method,Item-Targeting with Keyword Enhancement: A Hybrid Approach to Ads Targeting,"Hua Zou, Dipanwita Saha, Ning Chen, Chen Yang, Xinxin Shu, Abraham Bagherjeiran",10.1145/3805712,10.1145/3805712.3808472,https://doi.org/10.1145/3805712.3808472
161,Method,COMET: Compatibility-Oriented Multi-modal Embedding Transformer for Visual Recommendations,"Dween Rabius Sanny, Prateek Sircar, Deepak Gupta",10.1145/3805712,10.1145/3805712.3808473,https://doi.org/10.1145/3805712.3808473
162,Method,Scaling and Stabilizing Large-Scale Embedding-Based Retrieval,"Zhen Yang, Juexin Lin, Hongwei Shang, Kaihao Li, Feng Liu, Satya Chembolu, Xunfan Cai, Xinyi Liu, Cun Mu, Tony Lee, Ciya Liao",10.1145/3805712,10.1145/3805712.3808474,https://doi.org/10.1145/3805712.3808474
163,Method,LLM-Enhanced Topical Trend Detection at Snapchat,"Hangqi Zhao, Jay Li, Abhiruchi Bhattacharya, Cong Ni, Jason Yeung, Jinchao Ye, Kai Yang, Akshat Malu, Manish Malik",10.1145/3805712,10.1145/3805712.3808475,https://doi.org/10.1145/3805712.3808475
164,Method,User Activity Modeling under Inflated Distribution,"Xiang Li, Zhao-Yu Zhang, Chunyuan Zheng, Qingying Chen, Huiyou Jiang, Haoxuan Li, Zhouchen Lin",10.1145/3805712,10.1145/3805712.3808476,https://doi.org/10.1145/3805712.3808476
165,Method,Towards Efficient and Generalizable Retrieval: Adaptive Semantic Quantization and Residual Knowledge Transfer,"Huimu Wang, Xingzhi Yao, Yiming Qiu, Qinghong Zhang, Haotian Wang, Yufan Cui, Songlin Wang, Sulong Xu, Mingming Li",10.1145/3805712,10.1145/3805712.3808477,https://doi.org/10.1145/3805712.3808477
166,Method,Query-Attention Dual-Stream Framework with Cross-Category Transfer for Efficient Fine-Grained Interest Pre-Ranking,"Huimu Wang, Xujun Liu, Yiming Qiu, Zhenlin He, Enqiang Xu, Yihao Wang, Jinyuan Zhao, Guangtao Nie, Songlin Wang, Mingming Li",10.1145/3805712,10.1145/3805712.3808478,https://doi.org/10.1145/3805712.3808478
167,Method,Bridging the Gap: Generative Retrieval via Query-to-Multi-Span Framework for Effective E-commerce Search,"Huimu Wang, Yiming Qiu, Xingzhi Yao, Guangtao Nie, Zuxu Chen, Zhenlin He, Songlin Wang, Guoyu Tang, Sulong Xu, Jingwei Zhuo, Mingming Li",10.1145/3805712,10.1145/3805712.3808479,https://doi.org/10.1145/3805712.3808479
168,Method,PGSF: Profile-Guided Semantic Fusion for Decoupled Industrial Pre-Ranking,"Chuike Sun, Nan Xu, Xing Fang, Yang Huang, Jing Wang, Junzhou Chen",10.1145/3805712,10.1145/3805712.3808480,https://doi.org/10.1145/3805712.3808480
169,Method,Joint Optimization of Relevance and Engagement in Multi-Task Ranking for E-Commerce with Efficient LLM Supervision,"Luming Chen, Jiaqi Xi, Raghav Saboo, Martin Wang, Sudeep Das",10.1145/3805712,10.1145/3805712.3808481,https://doi.org/10.1145/3805712.3808481
170,Method,Next Interest Flow: A Generative Pre-training Paradigm for Recommender Systems by Modeling All-domain Movelines,"Chen Gao, Zixin Zhao, Lv Shao, Tong Liu",10.1145/3805712,10.1145/3805712.3808482,https://doi.org/10.1145/3805712.3808482
171,Method,Bridging Passive and Active: Enhancing Conversation Starter Recommendation via Active Expression Modeling,"Yiqing Wu, Haoming Li, Guanyu Jiang, Jiahao Liang, Yongchun Zhu, Jingwu Chen, Feng Zhang",10.1145/3805712,10.1145/3805712.3808483,https://doi.org/10.1145/3805712.3808483
172,Method,All the News That Fits in Bits: Learned Rotation-Aware Binary Projections for Efficient News Retrieval at NDTV,Ritwick Ghosh,10.1145/3805712,10.1145/3805712.3808484,https://doi.org/10.1145/3805712.3808484
173,Method,Financial Transaction Retrieval and Contextual Evidence for Knowledge-Grounded Reasoning,"Artem Sakhno, Daniil Tomilov, Yuliana Shakhvalieva, Inessa Fedorova, Daria Ruzanova, Omar Zoloev, Andrey Savchenko, Maksim Makarenko",10.1145/3805712,10.1145/3805712.3808486,https://doi.org/10.1145/3805712.3808486
174,Method,Population-Guided Intent-Aware Query Rewriting for Web Search,"Yuanzhao Guo, Shuai Zhang, Anqi Li, Jiaming Zhang, Wei Li, Shihao Liu, Daiting Shi, Yuan Tian",10.1145/3805712,10.1145/3805712.3808487,https://doi.org/10.1145/3805712.3808487
175,Method,As It Was: Aligning LLM Search Evaluation with Historical User Preferences,"Ali Vardasbi, Gustavo Penha, Enrico Palumbo, Claudia Hauff, Hugues Bouchard, Mounia Lalmas",10.1145/3805712,10.1145/3805712.3808488,https://doi.org/10.1145/3805712.3808488
176,Method,OCP: Orthogonal Constrained Projection for Sparse Scaling in Industrial Commodity Recommendation,"Chen Sun, Beilin Xu, Boheng Tan, Jiacheng Wang, Yuefeng Sun, Rite Bo, Ying He, Yaqiang Zang, Pinghua Gong",10.1145/3805712,10.1145/3805712.3808489,https://doi.org/10.1145/3805712.3808489
177,Method,Policy-Guided RAG: Enforcing Verbatim and Controlled Synthesis,"Mina Naghash Asadi, Leila Tavakoli, Mustafa Bilgrami",10.1145/3805712,10.1145/3805712.3808490,https://doi.org/10.1145/3805712.3808490
178,Method,Learning to Summarize for Search Relevance with Reinforcement Learning,"Nitin Yadav, Changsung Kang, Hongwei Shang",10.1145/3805712,10.1145/3805712.3808491,https://doi.org/10.1145/3805712.3808491
179,Method,MedNQS: Medical State-Aware Dual-Stage Next-Turn Question Suggestion for Online Medical Consultations,"Yue He, Dongsheng Bi, Minghui Yang, Jian Wang, Jinjie Gu, Junwei Liu",10.1145/3805712,10.1145/3805712.3808492,https://doi.org/10.1145/3805712.3808492
180,Method,Fast and Faithful: Real-Time Verification for Long-Document Retrieval-Augmented Generation Systems,"Xunzhuo Liu, Bowei He, Xue Liu, Haichen Zhang, Huamin Chen",10.1145/3805712,10.1145/3805712.3808493,https://doi.org/10.1145/3805712.3808493
181,Method,From Doxa to Logos in Scientific Peer Review,"Negar Arabzadeh, Sajad Ebrahimi, Alireza Daghighfarsoodeh, Soroush Sadeghian, Seyed Mohammad Hosseini, Hai Son Le, Mahdi Bashari, Ebrahim Bagheri",10.1145/3805712,10.1145/3805712.3808494,https://doi.org/10.1145/3805712.3808494
182,Method,DIVER: Unlocking Diversity in Ad Headline Generation with Large Language Models,"Chang Wang, Siyu Yan, Depeng Yuan, Yuqi Chen, Yanhua Huang, Yuanhang Zheng, Shuhao Li, Yinqi Zhang, Kedi Chen, Mingrui Zhu, Ruiwen Xu",10.1145/3805712,10.1145/3805712.3808496,https://doi.org/10.1145/3805712.3808496
183,Method,LLM-Informed Bayesian Content Exploration in Ultra-Recency Recommendation,"Qing Feng, Ivan Ji, Yiting Hua, Shujian Bu",10.1145/3805712,10.1145/3805712.3808498,https://doi.org/10.1145/3805712.3808498
184,Method,BERT-Based Cross-Encoder for Large-Scale Engagement Prediction and Re-ranking in Walmart Search Engine,"Shuyi Chen, Philip Fu, Ajit Puthenputhussery, Changsung Kang, Ming Sun, Cun Mu, Sachin Yadav, Hongwei Shang",10.1145/3805712,10.1145/3805712.3808499,https://doi.org/10.1145/3805712.3808499
185,Method,ReST: A Plug-and-Play Spatially-Constrained Representation Enhancement Framework for Local-Life Recommendation,"Hao Jiang, Long Zhang, Guoquan Wang, Sheng Yu, Yang Zeng, Wencong Zeng, Fei Pan, Peng Jiang, Guorui Zhou",10.1145/3805712,10.1145/3805712.3808510,https://doi.org/10.1145/3805712.3808510
186,Method,Beyond Fluency: Toward Reliable Trajectories in Agentic IR,"Anushree Sinha, Srivaths Ranganathan, Debanshu Das, Abhishek Dharmaratnakar",10.1145/3805712,10.1145/3805712.3808511,https://doi.org/10.1145/3805712.3808511
187,Method,RAD-DPO: Robust Adaptive Denoising Direct Preference Optimization for Generative Retrieval in E-commerce,"Zhiguo Chen, Guohao Sun, Yiming Qiu, Xingzhi Yao, Mingming Li, Huimu Wang, Yangqi Zhang, Songlin Wang, Sulong Xu",10.1145/3805712,10.1145/3805712.3808512,https://doi.org/10.1145/3805712.3808512
188,Method,Constraint Persistence in Conversational Product Search,"Saran Kumar Krishnasamy, Inez Wihardjo",10.1145/3805712,10.1145/3805712.3808513,https://doi.org/10.1145/3805712.3808513
189,Method,Unifying User Satisfaction and Creator Incentive: A Constrained Optimization Framework for Short-Video Recommendation,"Xiaoru Qu, Dingyi Zhang, Zhangxi Yan, Peng Zhang, Hu Liu, Yang Zou, Jian Liang, Kaiqiao Zhan",10.1145/3805712,10.1145/3805712.3808514,https://doi.org/10.1145/3805712.3808514
190,Method,LLM Agents Factory: Retrieval of Domain-Specific LLM Agents,"Vitalii Belov, Artyom Sosedka, Andrey Sakhovskiy, Elizaveta Kovtun, Artyom Boyarskikh, Semen Budennyy",10.1145/3805712,10.1145/3805712.3808515,https://doi.org/10.1145/3805712.3808515
191,Method,RAPO: Reason-Aware Preference Optimization for Factual Table Question Answering over Structured Data,"Phaniram Sayapaneni, Musen Wen, Sunil Goda",10.1145/3805712,10.1145/3805712.3808517,https://doi.org/10.1145/3805712.3808517
192,Method,Enhancing Enterprise Assistant Responses with Rich Multimodal Artifacts from Product Documentation,"Sohan Patnaik, Sai Sree Harsha, Kowndinya Renduchintala, Milan Aggarwal, Sumit Bhatia, Yunyao Li",10.1145/3805712,10.1145/3805712.3808518,https://doi.org/10.1145/3805712.3808518
193,Method,Efficient Multi-Cohort Inference for Long-Term Effects and Lifetime Value in A/B Testing with User Learning,"Dario Simionato, Andrea Tonon, Mingxue Wang, Weiguo Wang, Tong Gui, Xiaoyue Li",10.1145/3805712,10.1145/3805712.3808519,https://doi.org/10.1145/3805712.3808519
194,Method,BEATS: Bootstrapping E-commerce Attribute Taxonomies for Search through Iterative Human-AI Collaboration,"Yung-Yu Shih, Shang-Yu Su, Tzu-I Ho, Dongzhe Wang, Yun-Nung Chen",10.1145/3805712,10.1145/3805712.3808520,https://doi.org/10.1145/3805712.3808520
195,Method,Graph-Enhanced Sentence Retrieval for Multi-Document Summarization in Low-Resource Languages,"Xuan-Hung Le, Thi Toan Do, Hoang-Quynh Le",10.1145/3805712,10.1145/3805712.3808523,https://doi.org/10.1145/3805712.3808523
196,Method,Detectability and Evaluation Risks of LLM-Generated Answers in Low-Resource Swahili Agricultural Information Retrieval,"Theofrida J. Maginga, Farian S. Ishengoma",10.1145/3805712,10.1145/3805712.3808524,https://doi.org/10.1145/3805712.3808524
197,Method,Building Foundations for Information Retrieval in Extremely Low-Resource Ethnic Languages: Evidence from Tanzania,"Joseph P. Telemala, Onesmo S. Nyinondi, Neema N. Lyimo, Baraka W. Nyamtiga, Farian S. Ishengoma, Wema L. Msigwa",10.1145/3805712,10.1145/3805712.3808525,https://doi.org/10.1145/3805712.3808525
198,Method,Offline-First Information Retrieval for Curriculum-Aligned STEM Resources in Low-Resource Namibian Schools,"Josephina Muntuumo, Wilbard Lazarus, Naftali Indongo",10.1145/3805712,10.1145/3805712.3808527,https://doi.org/10.1145/3805712.3808527
199,Method,Speak Beyond English: Multilingual Prompts Improve Query Classification in Small Language Models,"Pratyay Banerjee, Panthadeep Bhattacharjee, Angshuman Jana",10.1145/3805712,10.1145/3805712.3808528,https://doi.org/10.1145/3805712.3808528
200,Method,From Translation to Retrieval: Evaluating LLM-Based Information Retrieval for Hausa and Fongbe,"Mahounan Pericles Adjovi, Roald Eiselen, Prasenjit Mitra",10.1145/3805712,10.1145/3805712.3808531,https://doi.org/10.1145/3805712.3808531
201,Method,Retrieval for User-Centered Translation: Lessons from RAG-based Tools for Low-Resource Domains,"Raphael Merx, Ekaterina Vylomova",10.1145/3805712,10.1145/3805712.3808535,https://doi.org/10.1145/3805712.3808535
202,Method,Analytical Search,"Yiteng Tu, Shuo Miao, Weihang Su, Yiqun Liu, Qingyao Ai",10.1145/3805712,10.1145/3805712.3808536,https://doi.org/10.1145/3805712.3808536
203,Method,Information Seeking Behavior in LLM-Based RAG: Mental Models and Missing Information,"Bruno Nadalic Sotic, Jaap Kamps",10.1145/3805712,10.1145/3805712.3808537,https://doi.org/10.1145/3805712.3808537
204,Method,Evaluation Validity in Information Retrieval,"Paul Thomas, Nick Craswell, Mark Sanderson, Seth Spielman, Robert Sim, Ryen W White",10.1145/3805712,10.1145/3805712.3808538,https://doi.org/10.1145/3805712.3808538
205,Method,Rethinking Semantic–Collaborative Integration: Why Alignment Is Not Enough,"Maolin Wang, Dongze Wu, Jianing Zhou, Hongyu Chen, Beining Bao, Yu Jiang, Chenbin Zhang, Chang Wang, Jian Liu, Lei Sha",10.1145/3805712,10.1145/3805712.3808539,https://doi.org/10.1145/3805712.3808539
206,Method,Towards a Relevance Posterior in Neural Information Access,"Andrew Parry, Emmanouil Georgios Lionis, Debasis Ganguly, Sean MacAvaney",10.1145/3805712,10.1145/3805712.3808541,https://doi.org/10.1145/3805712.3808541
207,Method,Evaluation of Agents under Simulated AI Marketplace Dynamics,"To Eun Kim, Alireza Salemi, Hamed Zamani, Fernando Diaz",10.1145/3805712,10.1145/3805712.3808542,https://doi.org/10.1145/3805712.3808542
208,Method,TREC iKAT 2025: A Test Collection for the Offline and Interactive Evaluation of Conversational Search,"Zahra Abbasiantaeb, Simon Lupart, Marcel Gohsen, Nailia Mirzakhmedova, Johannes Kiesel, Jeffrey Dalton, Mohammad Aliannejadi",10.1145/3805712,10.1145/3805712.3808591,https://doi.org/10.1145/3805712.3808591
209,Method,<scp>IIRSim Studio:</scp> A Dashboard for User Simulation,"Saber Zerhoudi, Adam Roegiest, Michael Granitzer",10.1145/3805712,10.1145/3805712.3808593,https://doi.org/10.1145/3805712.3808593
210,Method,Sim.API: A Middleware to Simplify the Use of User Simulators for Shared Tasks in Conversational Search,"Marcel Gohsen, Nailia Mirzakhmedova, Zahra Abbasiantaeb, Johannes Kiesel, Simon Lupart, Jeffrey Dalton, Benno Stein, Mohammad Aliannejadi",10.1145/3805712,10.1145/3805712.3808599,https://doi.org/10.1145/3805712.3808599
211,Method,rerankers: A Lightweight Unified Toolkit for Reranking Approaches,Benjamin Clavié,10.1145/3805712,10.1145/3805712.3808630,https://doi.org/10.1145/3805712.3808630
212,Method,Transdisciplinarity for Human Information Interaction and Retrieval: Strategies for Collaborating across Research Disciplines to Foster Societal Impact,"Lisa M Given, Joann Cattlin",10.1145/3805712,10.1145/3805712.3808637,https://doi.org/10.1145/3805712.3808637
213,Method,Temporal Information Retrieval and Extraction: From Foundations to RAG,"Bhawna Piryani, Avishek Anand, Omar Alonso, Adam Jatowt",10.1145/3805712,10.1145/3805712.3808638,https://doi.org/10.1145/3805712.3808638
214,Method,Bridging Personalization and AI: From RAG to Agent,"Pengyue Jia, Xiaopeng Li, Derong Xu, Yi Wen, Yingyi Zhang, Wenlin Zhang, Wanyu Wang, Yichao Wang, Yong Liu, Xiangyu Zhao",10.1145/3805712,10.1145/3805712.3808639,https://doi.org/10.1145/3805712.3808639
215,Method,"Retrieve, Rerank, Answer, Experiment: Hands-On IR Research with PyTerrier","Craig Macdonald, Sean MacAvaney, Nicola Tonellotto, Xiao Wang",10.1145/3805712,10.1145/3805712.3808640,https://doi.org/10.1145/3805712.3808640
216,Method,Beyond Relevance: Utility-Centric Retrieval in the LLM Era,"Hengran Zhang, Minghao Tang, Keping Bi, Jiafeng Guo",10.1145/3805712,10.1145/3805712.3808641,https://doi.org/10.1145/3805712.3808641
217,Method,MANILA26: SIGIR 2026 Tutorial on Information Retrieval for Climate Change Impact,"Maarten de Rijke, Flora D. Salim",10.1145/3805712,10.1145/3805712.3808642,https://doi.org/10.1145/3805712.3808642
218,Method,"Multi-Agentic Recommender Systems: Foundations, Perspectives, and Lessons from Large Scale Deployments in eCommerce","Reza Yousefi Maragheh, Yashar Deldjoo, Benjamin Coleman, Jason Cho, Chi Wang",10.1145/3805712,10.1145/3805712.3808643,https://doi.org/10.1145/3805712.3808643
219,Method,Reasoning for IR &amp; IR for Reasoning,"Mohanna Hoveyda, Panagiotis Eustratiadis, Arjen P. de Vries, Maarten de Rijke",10.1145/3805712,10.1145/3805712.3808644,https://doi.org/10.1145/3805712.3808644
220,Method,Verifiable User Simulation for Search and Recommendation Systems,"Chenglong Ma, Xinye Wanyan, Danula Hettiachchi, Ziqi Xu, Yongli Ren, Jeffrey Chan",10.1145/3805712,10.1145/3805712.3808645,https://doi.org/10.1145/3805712.3808645
221,Method,"LLM Personalization: Foundations, Breakthroughs, and Frontiers","Xiaoyan Zhao, Xinyu Lin, Chengbing Wang, Zeyu Zhang, Bohao Wang, Yang Zhang, Wenjie Wang, Fuli Feng",10.1145/3805712,10.1145/3805712.3808646,https://doi.org/10.1145/3805712.3808646
222,Method,"Trustworthy Personalized Retrieval in the LLM Era: Fairness, Bias Awareness, Privacy, and Multimodality","Frank Hopfgartner, Jialie Shen",10.1145/3805712,10.1145/3805712.3808647,https://doi.org/10.1145/3805712.3808647
223,Method,The 10th Workshop on Search-Oriented Conversational Artificial Intelligence (SCAI'26),"Philipp Christmann, Roxana Petcu, Sneha Singhania, Mohammad Aliannejadi, Marcel Gohsen, Svitlana Vakulenko",10.1145/3805712,10.1145/3805712.3808648,https://doi.org/10.1145/3805712.3808648
224,Method,Second Workshop on Explainability in Information Retrieval,"Catherine Chen, Maria Heuss, Tanya Chowdhury, James Allan, Avishek Anand, Carsten Eickhoff, Suzan Verberne",10.1145/3805712,10.1145/3805712.3808649,https://doi.org/10.1145/3805712.3808649
225,Method,SIGIR 2026 Workshop on eCommerce (ECOM26),"Dean E. Alvarez, Aditya Chichani, Surya Kallumadi, Yubin Kim, Tracy Holloway King, Andrew Trotman",10.1145/3805712,10.1145/3805712.3808650,https://doi.org/10.1145/3805712.3808650
226,Method,"Justice, Emancipation, Democracy, and Information Access (JEDI): The SIGIR Workshop on Resisting Corporate and Authoritarian Capture of Information Access Platforms","Bhaskar Mitra, Dana Mckay, Michael D. Ekstrand, Sanne Vrijenhoek, Maria Murray",10.1145/3805712,10.1145/3805712.3808651,https://doi.org/10.1145/3805712.3808651
227,Method,LLM-UP: SIGIR 2026 Workshop on LLM-powered User Profiling for Search and Recommendation,"Hongzhi Yin, Wei Yuan, Yi Zhang, Joel Mackenzie, Quoc Viet Hung Nguyen, Wayne Xin Zhao, Yong Li, Lina Yao",10.1145/3805712,10.1145/3805712.3808652,https://doi.org/10.1145/3805712.3808652
228,Method,"AgentSearch: Indexing, Retrieval, and Ranking of AI Agents","Bin Wu, To Eun Kim, Yue Feng, Fernando Diaz, Zhaochun Ren, Emine Yilmaz",10.1145/3805712,10.1145/3805712.3808653,https://doi.org/10.1145/3805712.3808653
229,Method,VulGen: Workshop on Vulnerabilities in Generative Systems for Information Retrieval,"Shuoqi Sun, Sara Allawati, Laura Dietz, Madhurima Khirbat, Bhaskar Mitra, Maarten de Rijke, Damiano Spina",10.1145/3805712,10.1145/3805712.3808654,https://doi.org/10.1145/3805712.3808654
230,Method,SynthIR: The First Workshop on Synthetic Content in Information Retrieval Ecosystems,"Ping Liu, Zhedong Zheng, Shane Culpepper, Xin Yu",10.1145/3805712,10.1145/3805712.3808655,https://doi.org/10.1145/3805712.3808655
231,Method,The Second Workshop on Evaluation of Multimodal Generation,"Wei Emma Zhang, Xiang Dai, Sarvnaz Karimi, Desmond Elliott, Biaoyan Fang, Mong Yuan Sim",10.1145/3805712,10.1145/3805712.3808656,https://doi.org/10.1145/3805712.3808656
232,Method,ReNeuIR at SIGIR 2026: The Fifth Workshop on Reaching Efficiency in Neural Information Retrieval,"Maik Fröbe, Tim Hagen, Franco Maria Nardini, Martin Potthast",10.1145/3805712,10.1145/3805712.3808657,https://doi.org/10.1145/3805712.3808657
233,Method,FLAME: Condensing Ensemble Diversity into a Single Network for Efficient Sequential Recommendation,"WooJoo Kim, JunYoung Kim, JaeHyung Lim, SeongJin Choi, SeongKu Kang, HwanJo Yu",10.1145/3805712,10.1145/3805712.3809560,https://doi.org/10.1145/3805712.3809560
234,Method,Formalized Information Needs Improve Large-Language-Model Relevance Judgments,"Jüri Keller, Maik Fröbe, Björn Engelmann, Fabian Haak, Timo Breuer, Birger Larsen, Philipp Schaer",10.1145/3805712,10.1145/3805712.3809561,https://doi.org/10.1145/3805712.3809561
235,Method,Fourier Kolmogorov-Arnold Network and Hypergraph Enhanced Contrastive Learning for Recommendation,"Yuwen Liu, Lianyong Qi, Xucheng Zhou, Xingyuan Mao, Weiming Liu, Shuang Wang, Xiaolong Xu, Haolong Xiang, Xuyun Zhang, Wanchun Dou",10.1145/3805712,10.1145/3805712.3809562,https://doi.org/10.1145/3805712.3809562
236,Method,From Clues to Generation: Language-Guided Conditional Diffusion for Cross-Domain Recommendation,"Ziang Lu, Lei Sang, Lin Mu, Yiwen Zhang",10.1145/3805712,10.1145/3805712.3809563,https://doi.org/10.1145/3805712.3809563
237,Method,From Interference to Stability: Adversarial Reliability Correction for Video Moment Retrieval with Relevance Feedback,"Hao Liu, Yupeng Hu, Kun Wang, Junchao Wang, Ruping Cao, Yutao Yao, Zilu Cai",10.1145/3805712,10.1145/3805712.3809564,https://doi.org/10.1145/3805712.3809564
238,Method,From Tokens to Concepts: Leveraging SAE for SPLADE,"Yuxuan Zong, Mathias Vast, Basile Van Cooten, Laure Soulier, Benjamin Piwowarski",10.1145/3805712,10.1145/3805712.3809565,https://doi.org/10.1145/3805712.3809565
239,Method,Generative Bid Shading in Real-Time Bidding Advertising,"Yinqiu Huang, Hao Ma, Wenshuai Chen, Zongwei Wang, Shuli Wang, Yongqiang Zhang, Xue Wei, Yinhua Zhu, Haitao Wang, Xingxing Wang",10.1145/3805712,10.1145/3805712.3809566,https://doi.org/10.1145/3805712.3809566
240,Method,GNN-based Anchor Embedding for Efficient Subgraph Retrieval,"Bin Yang, Jianxiong Ye, Zhaonian Zou",10.1145/3805712,10.1145/3805712.3809567,https://doi.org/10.1145/3805712.3809567
241,Method,GNN-Based Item Indexing for LLM-Enhanced Recommendation,"Senlin Mao, Ji Zhang, Peng Zhang, Ze Wang, Xiaoyao Zheng, Jia Wang",10.1145/3805712,10.1145/3805712.3809568,https://doi.org/10.1145/3805712.3809568
242,Method,Graph Diffusion Gated Embeddings for Recommender Systems,"Seungcheol Lee, Taeyoung Roh, Jiho Seo, Soohyun Lim",10.1145/3805712,10.1145/3805712.3809569,https://doi.org/10.1145/3805712.3809569
243,Method,Hierarchical Denoising Entire Space Multi-Task Model for Post-Click Conversion Rate Prediction with Noisy Labels,"Yan Lyu, Haoxuan Li, Tianyu Xia, Xiang Li, Xiangnan Feng, Chunyuan Zheng, Xiao-Hua Zhou",10.1145/3805712,10.1145/3805712.3809570,https://doi.org/10.1145/3805712.3809570
244,Method,Hierarchical Embedding Fusion for Retrieval-Augmented Code Generation,"Nikita Sorokin, Ivan Sedykh, Valentin Malykh",10.1145/3805712,10.1145/3805712.3809571,https://doi.org/10.1145/3805712.3809571
245,Method,How Far Are We from Automatically Identifying Violations of the Data Minimization Principle in Privacy Policies?,"Ziyan Zhou, Yanru He, Yunchuan Guo, Haoyang Yu, Liang Fang, Fenghua Li",10.1145/3805712,10.1145/3805712.3809572,https://doi.org/10.1145/3805712.3809572
246,Method,Improving Interpretability of Cognitive Diagnosis Models with LLM-based Semantic Augmentation,"Youheng Bai, Jiaqi Zheng, Mingliang Hou, Teng Guo, Mi Tian, Xiangyu Zhao, Zitao Liu, Weiqi Luo",10.1145/3805712,10.1145/3805712.3809573,https://doi.org/10.1145/3805712.3809573
247,Method,Inferring Targets from Calibrated Hesitations via Mutual Information Maximization in Multi-Behavior Recommendation,"Cheng Li, Yong Xu, Suhua Tang, Xin He, Jianfeng Sun, Jinde Cao",10.1145/3805712,10.1145/3805712.3809574,https://doi.org/10.1145/3805712.3809574
248,Method,Internalizing Explicit Reasoning into Latent Space for Dense Retrieval,"Jiajie Jin, Yanzhao Zhang, Mingxin Li, Dingkun Long, Pengjun Xie, Yutao Zhu, Zhicheng Dou",10.1145/3805712,10.1145/3805712.3809575,https://doi.org/10.1145/3805712.3809575
249,Method,Is It Novel and Why? Fine-Grained Patent Novelty Prediction Based on Passage Retrieval,"Valentin Knappich, Anna Hätty, Simon Razniewski, Annemarie Friedrich",10.1145/3805712,10.1145/3805712.3809576,https://doi.org/10.1145/3805712.3809576
250,Method,Large-Scale Online Learning for Generative List Recommendation in E-commerce: An Environment Policy Optimization Approach,"Yuan Wang, Zhiyu Li, Ang Gao, Changshuo Zhang, Xiao Zhang, Jun Xu, Quan Lin",10.1145/3805712,10.1145/3805712.3809577,https://doi.org/10.1145/3805712.3809577
251,Method,Learning Decomposed Contextual Token Representations from Pretrained and Collaborative Signals for Generative Recommendation,"Yifan Liu, Yaokun Liu, Zelin Li, Zhenrui Yue, Ruichen Yao, Yang Zhang, Dong Wang",10.1145/3805712,10.1145/3805712.3809578,https://doi.org/10.1145/3805712.3809578
252,Method,Learning Noise-Resilient and Transferable Graph-Text Alignment via Dynamic Quality Assessment,"Yuhang Liu, Minglai Shao, Zengyi Wo, Yunlong Chu, Bing Hao, Shengzhong Liu, Ruijie Wang, Jianxin Li",10.1145/3805712,10.1145/3805712.3809579,https://doi.org/10.1145/3805712.3809579
253,Method,Learning to Rank with Multi-Criteria LLM-Judge Annotations,"Naghmeh Farzi, Laura Dietz",10.1145/3805712,10.1145/3805712.3809580,https://doi.org/10.1145/3805712.3809580
254,Method,MECI: Multi-Element Collaborative Interaction for Multimodal Entity Linking,"Jie Peng, Yongxue Shan, Yongfu Zha, Xiaodong Wang",10.1145/3805712,10.1145/3805712.3809583,https://doi.org/10.1145/3805712.3809583
255,Method,Minimal-Perturbation Counterfactuals through Guided Denoising Diffusion for Recommender Systems Explanation,"Amir Reza Mohammadi, Andreas Peintner, Michael M. Müller, Eva Zangerle",10.1145/3805712,10.1145/3805712.3809584,https://doi.org/10.1145/3805712.3809584
